id,x,y,sobr,tri
4,44,76,0.9024577158394926,0
9,37,93,0.9024577158394937,0
10,37,90,0.9024577158394937,0
21,74,83,0.9024577158394937,0
23,75,77,0.9024577158394937,0
26,76,76,0.9024577158394933,0
28,76,74,0.9024577158394937,0
29,74,73,0.9024577158394937,0
34,84,60,0.9024577158394937,0
40,68,48,0.9024577158394937,0
61,84,91,0.9024577158394937,0
68,91,70,0.9024577154692319,0
75,92,40,0.9024577158394937,0
84,64,80,0.9024577158394937,0
85,69,64,0.9024577158394937,0
88,68,60,0.9024577158394937,0
90,63,56,0.9024577158394937,0
94,36,75,0.9024577158394937,0
98,33,81,0.9024577158394937,0
103,11,29,0.9024577158394937,0
105,5,30,0.9024577158394937,0
109,20,32,0.9024577158364964,0
110,34,37,0.9024577158394935,0
113,3,79,0.9024577158394937,0
115,3,83,0.9024577158394937,0
116,5,83,0.9024577158394929,0
121,5,91,0.9024577157021296,0
122,9,83,0.9024577158394937,0
126,15,70,0.9024577158394937,0
127,15,71,0.9024577158394937,0
131,0,62,0.9024577158394937,0
134,0,73,0.9024577158394906,0
136,2,67,0.9024577158394935,0
140,8,43,0.9024577158394937,0
145,18,59,0.9024577158394937,0
146,22,51,0.9024577158394937,0
150,36,56,0.9024577158394937,0
152,34,59,0.9024577158394937,0
158,18,92,0.9024577155833537,0
159,14,82,0.9024577158394937,0
160,18,78,0.9024577158394937,0
162,15,80,0.9024577158394937,0
166,18,87,0.9024577158394937,0
184,40,47,0.9024577158394937,0
187,30,22,0.8808807261842944,0
190,15,19,0.9024577158394937,0
192,53,34,0.9024577158394205,0
196,47,3,0.9024577158394937,0
198,28,14,0.9024577158394937,0
200,36,7,0.9024577158394937,0
203,48,0,0.9024577158394937,0
208,51,4,0.9024577158394937,0
216,63,2,0.9024577158394937,0
217,63,4,0.9024577158394937,0
220,69,8,0.9024577158394937,0
221,70,9,0.9024577158394937,0
227,58,41,0.9024577158371916,0
233,68,24,0.902457715839456,0
235,82,25,0.9024577158394931,0
243,69,16,0.9024577158394937,0
258,82,18,0.9024577158394937,0
276,74,24,0.9024577158394937,0
277,70,25,0.9024577158394937,0
278,67,21,0.9024577158394935,0
284,51,27,0.9024577158394937,0
