linha,coluna
61,59
70,61
67,66
66,66
62,65
63,68
64,70
60,74
62,61
69,63
69,60
67,60
60,61
39,38
40,47
38,49
36,51
38,51
39,52
39,51
35,59
34,59
36,56
39,62
27,57
36,47
39,45
24,44
46,34
41,17
38,23
